Order_ID,Customer_ID,Transaction_Date,Customer_City,Product_Category,Quantity,Unit_Price,Discount_Rate,Total_Revenue,Payment_Method,Customer_Rating,Delivery_Status
ORD-1083,CUST-252,"Feb 11, 2023",Seattle,Electronics,4,$435.94,0.2,1395.01,Apple Pay,5,UNKNOWN
ORD-1103,,2023-11-28,NY,Books,6,$426.49,15%,2175.10,paypal,1,Pending
ORD-1165,CUST-317,07-Oct-2023,Seattle,Books,6,?,5%,4096.48,Debit,4.5,Returned
ORD-1163,CUST-208,02/23/2023,Miami,Books,2,563.96 USD,0%,1127.92,Debit,4,UNKNOWN
ORD-1199,CUST-119,"Apr 21, 2023",CHICAGO,Sports & Fitness,4,433.97 USD,0.25,1301.91,credit card,4,Returned
ORD-1249,CUST-349,05/19/2023,New York,Sports & Fitness,8,$352.06,0.1,"$2,534.83",N/A,3.5,
ORD-1074,,"Aug 31, 2023",NEW YORK,Sports & Fitness,3,303.82 USD,0.2,729.17,Cryptocurrency,4,Cancelled
ORD-1318,CUST-244,"Dec 11, 2023",houston,Fashion & Apparel,4,$662.54,0.3,"$1,855.11",N/A,10,Delivered
ORD-1310,CUST-330,22-Jul-2023,houston,Beauty & Care,3,€534.80,0%,1604.40,N/A,1,delivered
ORD-1488,CUST-105,05-Apr-2023,miami,Electronics,4,434.61 USD,0.3,1216.91,apple pay,2,Cancelled
ORD-1119,CUST-298,09-Jun-2023,NY,Home & Kitchen,4,€355.99,20%,"$113,916.80",apple pay,-,Returned
ORD-1290,CUST-227,2023-12-13,CHICAGO,Unknown,2,$630.18,30%,882.25,Cryptocurrency,4,Returned
ORD-1498,CUST-139,12/22/2023,  Chicago  ,Beauty & Care,-1,$443.67,0.1,399.30,PayPal,5,Returned
ORD-1470,CUST-288,2023/11/12 00:00:00,NY,N/A,3,$120.35,0%,361.05,Cryptocurrency,2,UNKNOWN
ORD-1410,CUST-342,07/24/2023,  Chicago  ,Books,5,136.76 USD,0.15,581.23,apple pay,4.5,delivered
ORD-1494,CUST-321,04/09/2023,NEW YORK,Fashion & Apparel,4,252.2 USD,0.15,$857.48,Apple Pay,5,Returned
ORD-1280,CUST-144,20-Apr-2023,New York,Sports & Fitness,2,247.62,0.05,null,Credit Card,2,Cancelled
ORD-1452,CUST-321,2023/09/29 00:00:00,houston,Beauty & Care,2,$262.55,0.2,$420.08,Apple Pay,4.5,UNKNOWN
ORD-1497,CUST-225,06-May-2023,Miami,Home & Kitchen,5,$451.90,,"$2,033.55",PayPal,4.5,
ORD-1305,CUST-238,05/26/2023,chicago,Sports & Fitness,1,$669.38,0.3,$468.57,Cryptocurrency,1,Delivered
ORD-1396,CUST-118,2023/04/02 00:00:00,Miami,Home & Kitchen,3,705.77 USD,0.1,"$1,905.58",Cryptocurrency,5,
ORD-1320,CUST-116,null,Miami,Sports & Fitness,5,196.66,0.2,786.64,Apple Pay,1,Delivered
ORD-1036,CUST-109,"Mar 06, 2023",miami,Electronics,8,€26.28,30%,147.17,N/A,4.5,
ORD-1196,CUST-243,"May 31, 2023",los angeles,Fashion & Apparel,5,652.73 USD,20%,"$2,610.92",N/A,1,Returned
ORD-1139,CUST-189,06/26/2023,new york,Books,3,$642.56,0.05,"$1,831.30",Credit Card,2,Delivered
ORD-1377,CUST-289,"Jul 05, 2023",  Chicago  ,Books,2,$110.91,0.2,$177.46,credit card,-,Returned
ORD-1442,CUST-152,"Mar 12, 2023",new york,Fashion & Apparel,3,41.36,0%,124.08,credit card,-,UNKNOWN
ORD-1493,CUST-274,2023/02/20 00:00:00,CHICAGO,Beauty & Care,-1,116.85 USD,25%,87.64,credit card,5,UNKNOWN
ORD-1400,CUST-189,2023/08/03 00:00:00,houston,Fashion & Apparel,7,619.92 USD,0.25,3254.58,Cryptocurrency,,In Transit
ORD-1059,CUST-232,05-Mar-2023,Seattle,Beauty & Care,2,710.61 USD,0%,"$1,421.22",paypal,N/A,Returned
ORD-1450,CUST-291,03/01/2023,chicago,Beauty & Care,2,687.26 USD,0.15,"$1,168.34",apple pay,5,Cancelled
ORD-1248,CUST-183,08/03/2023,Miami,Fashion & Apparel,4,$557.24,0.05,"$2,117.51",Apple Pay,4,Pending
ORD-1111,CUST-319,2023/03/22 00:00:00,NY,Beauty & Care,5,$131.85,25%,$494.44,Debit,4,delivered
ORD-1089,?,"Dec 11, 2023",Miami,Fashion & Apparel,4,$367.35,0%,1469.40,paypal,4,Pending
ORD-1272,CUST-213,-,Seattle,Home & Kitchen,3,244.66 USD,0.15,623.88,N/A,?,
ORD-1265,CUST-213,"Nov 02, 2023",  Chicago  ,Books,9999,613.71 USD,5%,5829661.98,credit card,,UNKNOWN
ORD-1373,CUST-141,12/08/2023,new york,Home & Kitchen,3,253.79 USD,25%,$571.03,PayPal,-5,Pending
ORD-1150,CUST-216,2023/05/20 00:00:00,Houston,Beauty & Care,3,526.68 USD,15%,1343.03,Cryptocurrency,3.5,In Transit
ORD-1394,CUST-274,2023-08-26,NY,Books,3,580.09 USD,0.25,"$1,305.20",Debit,4,Delivered
ORD-1038,CUST-120,2023/11/09 00:00:00,NEW YORK,Sports & Fitness,8,null,10%,1459.22,apple pay,3,Pending
ORD-1324,CUST-187,2023/04/07 00:00:00,houston,Sports & Fitness,6,$467.84,0.15,2385.98,paypal,4,Returned
ORD-1198,CUST-234,"Nov 16, 2023",houston,Sports & Fitness,4,496.98 USD,0.25,"$1,490.94",Credit Card,1,delivered
ORD-1266,N/A,"Jan 17, 2023",New York,Home & Kitchen,2,$590.04,5%,1121.08,Cryptocurrency,3.5,Pending
ORD-1146,CUST-225,07/03/2023,New York,Beauty & Care,3,?,0.05,485.13,N/A,1,delivered
ORD-1406,CUST-106,2023-08-12,LA,Electronics,2,$ - ,0.05,827.01,paypal,2,UNKNOWN
ORD-1147,CUST-105,2023-01-25,  Chicago  ,Sports & Fitness,1,236.32 USD,20%,189.06,Debit,2,Pending
ORD-1316,N/A,12/11/2023,Los Angeles,Books,2,410.91 USD,0,$821.82,Credit Card,2,
ORD-1415,CUST-122,08-Apr-2023,Seattle,Electronics,1,$96.44,0.1,86.80,Apple Pay,2,UNKNOWN
ORD-1123,CUST-240,2023-05-08,new york,Fashion & Apparel,9999,$625.32,0.3,4376802.28,credit card,N/A,Pending
ORD-1381,CUST-280,09-Oct-2023,  Chicago  ,Sports & Fitness,1,620.59 USD,0,$620.59,apple pay,4.5,Pending
ORD-1096,CUST-215,09/09/2023,NEW YORK,Beauty & Care,2,$582.54,0%,1165.08,Cryptocurrency,3,
ORD-1143,CUST-130,2023-08-29,new york,Sports & Fitness,2,$652.61,0%,1305.22,Apple Pay,2,delivered
ORD-1239,CUST-185,31-Jan-2023,new york,Beauty & Care,7,$146.15,0.3,$716.13,Credit Card,-,Cancelled
ORD-1281,CUST-179,24-Nov-2023,miami,Sports & Fitness,1,683.69 USD,0,$683.69,Apple Pay,3.5,UNKNOWN
ORD-1097,CUST-169,02/22/2023,los angeles,Sports & Fitness,2,275.13 USD,-,467.72,paypal,4,In Transit
ORD-1362,CUST-279,2023/01/11 00:00:00,Los Angeles,Sports & Fitness,2,568.83 USD,30%,$796.36,PayPal,1,Cancelled
ORD-1122,CUST-191,2023/04/17 00:00:00,new york,Electronics,1,$173.04,25%,$129.78,PayPal,,
ORD-1183,CUST-292,10/23/2023,los angeles,Beauty & Care,3,351.04 USD,N/A,"$1,053.12",Debit,3,
ORD-1202,CUST-155,09-Feb-2023,houston,Books,5,$42.47,0.3,$148.64,credit card,4.5,Delivered
ORD-1246,CUST-283,"Sep 13, 2023",chicago,Home & Kitchen,4,$101.37,0.1,364.93,paypal,3.5,In Transit
ORD-1455,CUST-152,"Oct 10, 2023",Seattle,Unknown,1,$373.95,0.1,336.56,Debit,3.5,delivered
ORD-1307,CUST-115,08/06/2023,Houston,Home & Kitchen,7,€655.93,15%,"$3,902.78",Apple Pay,3.5,delivered
ORD-1468,CUST-337,03/11/2023,chicago,Electronics,2,$ - ,5%,1415.65,PayPal,-,Pending
ORD-1429,CUST-347,09/11/2023,  Chicago  ,Fashion & Apparel,1,$607.13,zero,$607.13,credit card,4,UNKNOWN
ORD-1409,CUST-149,2023-11-07,NY,Fashion & Apparel,4,$36.68,25%,$110.04,N/A,3.5,
ORD-1374,,"Aug 08, 2023",  Chicago  ,Home & Kitchen,4,$468.95,0.1,1688.22,paypal,1,In Transit
ORD-1125,CUST-227,"Jul 30, 2023",NEW YORK,Beauty & Care,4,478.6,0.1,"$1,722.96",Debit,2,Delivered
ORD-1312,CUST-139,2023/06/07 00:00:00,NEW YORK,Home & Kitchen,9999,$58.00,15%,"$492,950.70",paypal,4,UNKNOWN
ORD-1223,CUST-109,2023/08/24 00:00:00,  Chicago  ,Electronics,2,$259.97,30%,363.96,Cryptocurrency,5,Returned
ORD-1432,CUST-140,"Jul 03, 2023",Seattle,Home & Kitchen,2,143.26 USD,0.15,$243.54,apple pay,,UNKNOWN
ORD-1219,CUST-350,2023-04-10,houston,Electronics,7,319.32 USD,0,"$2,235.24",N/A,-5,Returned
ORD-1129,CUST-250,2023/03/31 00:00:00,NEW YORK,Fashion & Apparel,7,640.31 USD,0.1,4033.95,PayPal,3,Returned
ORD-1434,CUST-325,2023/03/31 00:00:00,New York,Electronics,2,339.52 USD,0.05,645.09,paypal,4.5,Cancelled
ORD-1297,CUST-151,"May 31, 2023",New York,Home & Kitchen,7,734.92 USD,20%,4115.55,Apple Pay,1,UNKNOWN
ORD-1338,CUST-212,2023/03/13 00:00:00,miami,Fashion & Apparel,9999,88.88 USD,0%,"$888,711.12",Credit Card,4,Delivered
ORD-1390,CUST-135,28-Sep-2023,Miami,Beauty & Care,-1,$129.58,30%,90.71,Apple Pay,5,Cancelled
ORD-1299,CUST-175,2023/07/19 00:00:00,chicago,Books,3,€472.05,5%,"$1,345.34",paypal,1,Returned
ORD-1367,CUST-199,03-Apr-2023,los angeles,Sports & Fitness,8,€450.35,0.05,3422.66,paypal,4,In Transit
ORD-1420,CUST-125,23-Apr-2023,chicago,Fashion & Apparel,5,€554.40,0.1,"$2,494.80",Cryptocurrency,1,
ORD-1294,CUST-205,2023/02/18 00:00:00,chicago,Home & Kitchen,1,$98.74,5%,$93.80,Apple Pay,3.5,Cancelled
ORD-1404,CUST-265,,  Chicago  ,Sports & Fitness,5,631.29 USD,None,2682.98,Cryptocurrency,4,Pending
ORD-1421,CUST-105,01-Apr-2023,LA,Electronics,1,$373.91,,$261.74,PayPal,3.5,Returned
ORD-1112,CUST-100,2023/04/20 00:00:00,Houston,Sports & Fitness,-2,615.58 USD,0%,$615.58,Debit,3.5,In Transit
ORD-1179,CUST-349,2023-03-22,Houston,Home & Kitchen,1,$556.64,0.1,500.98,paypal,4,Delivered
ORD-1317,N/A,24-May-2023,  Chicago  ,Books,8,null,25%,"$4,355.76",Debit,5,Pending
ORD-1349,CUST-287,2023-07-30,miami,Home & Kitchen,7,free,30%,"$2,590.97",Debit,3,In Transit
ORD-1340,CUST-325,02/19/2023,new york,Sports & Fitness,4,$474.13,15%,"$1,612.04",Cryptocurrency,null,
ORD-1073,CUST-193,2023/01/24 00:00:00,los angeles,Home & Kitchen,8,€576.84,0,4614.72,paypal,1,Delivered
ORD-1104,CUST-292,2023-12-27,NEW YORK,Sports & Fitness,2,207.83 USD,20%,$332.53,PayPal,3,delivered
ORD-1233,CUST-231,"Aug 29, 2023",  Chicago  ,Home & Kitchen,5,$549.32,0.15,2334.61,Credit Card,5,delivered
ORD-1477,CUST-244,2023/06/11 00:00:00,NEW YORK,Fashion & Apparel,8,209.44 USD,0.25,1256.64,apple pay,4.5,UNKNOWN
ORD-1321,CUST-327,2023-12-22,New York,Beauty & Care,2,$89.84,30%,125.78,Credit Card,4,delivered
ORD-1164,CUST-199,2023-12-11,new york,Sports & Fitness,2,$277.91,25%,$416.87,Credit Card,2,UNKNOWN
ORD-1136,CUST-244,21-Feb-2023,  Chicago  ,Beauty & Care,8,$42.54,20%,272.26,Credit Card,3,Delivered
ORD-1197,CUST-161,2023-06-14,NY,Beauty & Care,3,465.58 USD,20%,"$1,117.39",credit card,5,UNKNOWN
ORD-1258,CUST-175,31-Aug-2023,Houston,Sports & Fitness,8,263.93 USD,25%,"$1,583.58",credit card,2,Pending
ORD-1232,N/A,2023/10/18 00:00:00,houston,Beauty & Care,5,356.73 USD,0.15,1516.10,Debit,5,Delivered
ORD-1115,CUST-297,2023-02-07,New York,N/A,7,387.36 USD,0.25,"$2,033.64",credit card,3.5,In Transit
ORD-1120,CUST-277,null,  Chicago  ,Books,4,323.56 USD,0.1,1164.82,Cryptocurrency,5,delivered
ORD-1360,CUST-124,2023/07/02 00:00:00,Houston,Sports & Fitness,3,$475.82,5%,1356.09,credit card,4.5,UNKNOWN
ORD-1224,CUST-271,02-Mar-2023,LA,Electronics,6,€418.78,0.05,"$2,387.05",Apple Pay,4,Delivered
ORD-1416,CUST-271,"Mar 04, 2023",Los Angeles,Books,8,$180.99,0,1447.92,credit card,,Delivered
ORD-1347,CUST-178,"Nov 25, 2023",CHICAGO,Electronics,7,718.47 USD,0.25,3771.97,paypal,3.5,Returned
ORD-1127,CUST-251,12-Jun-2023,LA,,4,629.97 USD,5%,2393.89,Credit Card,3.5,In Transit
ORD-1285,CUST-337,2023/08/21 00:00:00,miami,Fashion & Apparel,8,$295.82,5%,"$2,248.23",PayPal,?,Pending
ORD-1425,CUST-101,09-Aug-2023,NEW YORK,,3,$715.96,0.25,"$1,610.91",Cryptocurrency,4,UNKNOWN
ORD-1107,CUST-310,"Jul 07, 2023",Los Angeles,Books,2,$555.95,30%,$778.33,credit card,3.5,Returned
ORD-1383,CUST-275,11/08/2023,Los Angeles,Fashion & Apparel,2,547.37 USD,0%,1094.74,Credit Card,3,In Transit
ORD-1335,CUST-101,2023/03/15 00:00:00,los angeles,Fashion & Apparel,8,353.25 USD,0.15,2402.10,PayPal,5,UNKNOWN
ORD-1133,CUST-329,05-Dec-2023,chicago,Fashion & Apparel,8,$47.79,30%,$267.62,Cryptocurrency,3.5,Pending
ORD-1376,CUST-341,2023/06/29 00:00:00,New York,Fashion & Apparel,9999,$500.42,10%,"$4,503,329.62",Debit,4.5,In Transit
ORD-1044,CUST-154,"Nov 25, 2023",NY,Home & Kitchen,4,$65.43,5%,248.63,Debit,2,Cancelled
ORD-1478,CUST-307,16-Dec-2023,los angeles,Sports & Fitness,2,$392.26,None,$706.07,Apple Pay,4,Delivered
ORD-1065,CUST-263,27-Jul-2023,New York,Fashion & Apparel,8,40.58 USD,15%,$275.94,Apple Pay,5,Returned
ORD-1283,CUST-260,06-Jun-2023,los angeles,Fashion & Apparel,3,637.52 USD,15%,"$1,625.68",Debit,2,UNKNOWN
ORD-1085,CUST-328,2023/07/15 00:00:00,new york,Beauty & Care,3,$495.35,20%,1188.84,Debit,4,UNKNOWN
ORD-1242,CUST-135,-,new york,Beauty & Care,8,€407.45,0,3259.60,N/A,3.5,In Transit
ORD-1186,N/A,"Jun 29, 2023",los angeles,Books,6,253.94 USD,0%,"$1,523.64",Cryptocurrency,4,delivered
ORD-1397,CUST-324,2023-12-16,Miami,Books,1,$128.60,20%,$102.88,Apple Pay,3.5,
ORD-1159,CUST-112,2023/07/15 00:00:00,chicago,Books,5,164.27 USD,0.05,780.28,paypal,3,
ORD-1012,CUST-241,2023-06-03,Seattle,Electronics,5,$222.09,25%,832.84,credit card,1,Delivered
ORD-1035,CUST-172,"Jun 02, 2023",Los Angeles,Fashion & Apparel,7,$349.68,25%,"$1,835.82",Apple Pay,4,In Transit
ORD-1028,CUST-349,"Jan 28, 2023",miami,Books,1,436.94 USD,0,$436.94,Credit Card,3,delivered
ORD-1170,CUST-224,2023-04-29,NY,Books,7,$360.21,0.25,1891.10,Debit,4,UNKNOWN
ORD-1142,CUST-271,"Jul 03, 2023",Seattle,Books,8,€109.04,0.25,654.24,apple pay,3,Cancelled
ORD-1412,CUST-245,06/14/2023,NY,Sports & Fitness,5,€541.46,0.25,"$2,030.48",Apple Pay,4,delivered
ORD-1352,CUST-340,2023/07/04 00:00:00,miami,Home & Kitchen,8,€654.85,0%,"$5,238.80",Apple Pay,1,Returned
ORD-1221,CUST-104,"Apr 17, 2023",new york,Home & Kitchen,1,264.28 USD,0.2,211.42,Cryptocurrency,1,
ORD-1095,CUST-282,2023-07-23,miami,Sports & Fitness,6,€297.13,25%,"$1,337.09",apple pay,4.5,Cancelled
ORD-1051,CUST-227,08/09/2023,los angeles,Fashion & Apparel,6,$67.98,0%,$407.88,apple pay,3,In Transit
ORD-1240,CUST-104,09/12/2023,Houston,Unknown,6,€679.89,0.15,"$3,467.44",apple pay,4,delivered
ORD-1449,CUST-138,2023-07-15,LA,Fashion & Apparel,7,€411.14,25%,"$2,158.49",paypal,3,Pending
ORD-1351,CUST-125,2023-01-05,LA,Books,4,?,0.2,"$1,276.54",apple pay,3,Returned
ORD-1392,CUST-127,2023-02-23,New York,Home & Kitchen,2,63.01 USD,0.2,100.82,Credit Card,1,Delivered
ORD-1178,CUST-285,2023/07/16 00:00:00,LA,Books,3,$485.61,0.25,1092.62,paypal,3,Pending
ORD-1041,CUST-186,2023/02/28 00:00:00,miami,Fashion & Apparel,7,$725.94,30%,3557.11,Debit,3,delivered
ORD-1451,CUST-187,2023-06-10,LA,Fashion & Apparel,4,$676.41,0,"$2,705.64",Credit Card,2,delivered
ORD-1444,CUST-337,2023-01-30,  Chicago  ,Books,8,326.52 USD,0.15,"$2,220.34",Debit,5,Cancelled
ORD-1206,null,10/03/2023,los angeles,Home & Kitchen,3,$525.88,25%,1183.23,Debit,N/A,delivered
ORD-1282,CUST-170,2023/02/11 00:00:00,houston,Home & Kitchen,2,620.93 USD,0.2,993.49,PayPal,2,Delivered
ORD-1358,CUST-153,2023-04-26,houston,Beauty & Care,3,$743.43,25%,1672.72,Debit,3.5,UNKNOWN
ORD-1254,CUST-116,10-Jul-2023,Los Angeles,Electronics,5,347.2,0,"$1,736.00",credit card,4.5,In Transit
ORD-1426,CUST-331,20-Feb-2023,LA,Fashion & Apparel,3,$517.24,20%,"$1,241.38",PayPal,4,delivered
ORD-1004,CUST-112,02/26/2023,LA,Beauty & Care,8,403.9 USD,0.25,"$2,423.40",Debit,4.5,Cancelled
ORD-1256,CUST-270,"Dec 23, 2023",LA,Home & Kitchen,3,$595.11,10%,"$1,606.80",PayPal,2,In Transit
ORD-1464,CUST-279,"Oct 01, 2023",houston,,2,$347.42,30%,$486.39,credit card,3.5,
ORD-1100,CUST-218,2023/04/18 00:00:00,miami,Electronics,8,$117.30,0.05,$891.48,apple pay,3.5,UNKNOWN
ORD-1226,CUST-342,04/25/2023,CHICAGO,Home & Kitchen,6,594.75 USD,15%,"$3,033.22",PayPal,4.5,delivered
ORD-1441,CUST-340,10/06/2023,Seattle,Home & Kitchen,5,$706.95,0.25,"$2,651.06",Cryptocurrency,5,
ORD-1213,CUST-232,2023-11-19,Miami,Home & Kitchen,7,€231.40,0.25,1214.85,N/A,4,Delivered
ORD-1436,CUST-191,"Nov 13, 2023",CHICAGO,Beauty & Care,2,$108.49,0.15,184.43,Debit,3.5,In Transit
ORD-1171,CUST-267,"Feb 09, 2023",los angeles,Fashion & Apparel,6,372.84 USD,5%,"$2,125.19",PayPal,1,Pending
ORD-1098,CUST-177,2023/05/18 00:00:00,CHICAGO,Home & Kitchen,6,200.0 USD,5%,"$114,000.00",apple pay,3.5,Returned
ORD-1292,CUST-225,10-Aug-2023,Houston,Home & Kitchen,4,374.87 USD,15%,1274.56,credit card,?,
ORD-1215,CUST-268,03/18/2023,New York,Books,8,€227.25,30%,"$1,272.60",Apple Pay,4,
ORD-1061,CUST-314,"Sep 13, 2023",NY,Sports & Fitness,1,€466.89,0.1,420.20,apple pay,4,Returned
ORD-1047,CUST-266,10/10/2023,chicago,Beauty & Care,2,$244.72,5%,$464.97,Cryptocurrency,5,Returned
ORD-1032,CUST-213,05/23/2023,new york,Beauty & Care,6,$507.55,0.25,"$2,283.98",credit card,3.5,UNKNOWN
ORD-1267,CUST-117,"Feb 20, 2023",NY,Books,1,$730.58,20%,584.46,credit card,4,UNKNOWN
ORD-1327,CUST-277,11-Jul-2023,Seattle,Fashion & Apparel,4,$643.01,0.05,2443.44,Apple Pay,4,delivered
ORD-1200,CUST-236,2023/11/04 00:00:00,chicago,Sports & Fitness,7,$622.22,0.2,3484.43,Apple Pay,0,Cancelled
ORD-1462,CUST-109,"Jan 11, 2023",New York,Beauty & Care,4,$479.19,0.25,1437.57,Debit,5,UNKNOWN
ORD-1027,CUST-169,06-Jun-2023,new york,Home & Kitchen,3,$155.78,0.2,$373.87,paypal,4.5,In Transit
ORD-1403,CUST-306,2023-02-23,new york,Beauty & Care,2,480.64,5%,$913.22,credit card,4,UNKNOWN
ORD-1230,CUST-172,01/16/2023,chicago,Books,7,415.66 USD,15%,2473.18,PayPal,1,In Transit
ORD-1260,CUST-327,2023/08/16 00:00:00,Seattle,Books,3,$629.10,0.1,1698.57,apple pay,3,UNKNOWN
ORD-1378,CUST-221,"Apr 14, 2023",CHICAGO,Fashion & Apparel,6,€672.76,0.15,"$3,431.08",PayPal,1,Pending
ORD-1288,CUST-172,"May 15, 2023",chicago,Sports & Fitness,8,576.3,0%,"$4,610.40",Apple Pay,4,Delivered
ORD-1162,CUST-274,2023/06/14 00:00:00,  Chicago  ,Beauty & Care,6,393.02 USD,0.25,1768.59,N/A,2,Pending
ORD-1439,CUST-106,"Apr 11, 2023",houston,Books,9999,$369.40,5%,3508949.07,Cryptocurrency,1,Pending
ORD-1138,CUST-140,03-Feb-2023,Seattle,Sports & Fitness,4,€630.18,10%,2268.65,paypal,2,
ORD-1062,CUST-104,2023-07-02,new york,Books,6,$113.06,0.25,508.77,PayPal,,Delivered
ORD-1135,CUST-208,2023/02/10 00:00:00,miami,Fashion & Apparel,2,€78.97,zero,$110.56,PayPal,3.5,delivered
ORD-1128,CUST-145,-,Miami,Fashion & Apparel,6,721.01 USD,0%,"$4,326.06",Apple Pay,5,Returned
ORD-1496,CUST-285,21-Jan-2023,Houston,Books,2,€122.30,0.05,$232.37,Debit,1,
ORD-1008,CUST-265,2023-02-20,NY,Electronics,3,$325.08,0,975.24,Credit Card,3.5,Pending
ORD-1326,CUST-105,12/13/2023,chicago,Electronics,4,$286.69,0.2,$917.41,PayPal,2,Pending
ORD-1482,CUST-240,2023/12/18 00:00:00,CHICAGO,Books,2,299.87 USD,0.1,$539.77,credit card,5,Delivered
ORD-1064,CUST-304,23-Sep-2023,CHICAGO,Electronics,5,251.09 USD,20%,1004.36,Cryptocurrency,4.5,Delivered
ORD-1300,CUST-191,12/13/2023,New York,Sports & Fitness,2,$468.91,0.1,844.04,PayPal,5,delivered
ORD-1014,CUST-326,"Jul 28, 2023",miami,Fashion & Apparel,3,$ - ,10%,"$1,789.67",PayPal,3.5,Delivered
ORD-1156,CUST-268,"Nov 04, 2023",CHICAGO,Beauty & Care,4,216.09 USD,0.05,821.14,N/A,5,Pending
ORD-1040,CUST-331,2023-11-18,chicago,Sports & Fitness,5,$255.14,0.3,892.99,Debit,3.5,Cancelled
ORD-1379,CUST-201,"Sep 11, 2023",Los Angeles,Fashion & Apparel,7,$309.62,0.05,"$205,897.30",N/A,5,Cancelled
ORD-1476,CUST-335,02/16/2023,Houston,Sports & Fitness,1,$174.88,25%,131.16,PayPal,3,In Transit
ORD-1417,CUST-271,2023/04/21 00:00:00,chicago,Electronics,6,573.96 USD,20%,"$2,755.01",N/A,1,Cancelled
ORD-1216,CUST-120,-,los angeles,Books,3,$123.97,zero,260.34,Credit Card,2,Cancelled
ORD-1279,CUST-271,2023-12-03,NY,Fashion & Apparel,2,€398.64,0%,797.28,apple pay,4,Pending
ORD-1450,CUST-291,03/01/2023,chicago,Beauty & Care,2,687.26 USD,0.15,"$1,168.34",apple pay,5,Cancelled
ORD-1446,CUST-248,10-Feb-2023,Los Angeles,Electronics,5,$205.76,0.05,$977.36,N/A,1,Pending
ORD-1337,CUST-142,05/10/2023,Houston,Electronics,7,$267.59,None,1873.13,Apple Pay,5,Pending
ORD-1236,CUST-211,07-Jan-2023,chicago,Books,1,$86.56,0.3,$60.59,credit card,4,Pending
ORD-1207,CUST-169,06-Dec-2023,NY,,2,679.35 USD,5%,N/A,N/A,4.5,In Transit
ORD-1212,CUST-321,08/23/2023,houston,Sports & Fitness,7,464.46 USD,0.25,"$2,438.41",paypal,4.5,Delivered
ORD-1295,CUST-335,04/06/2023,  Chicago  ,Sports & Fitness,1,$19.30,15%,16.41,Debit,3,UNKNOWN
ORD-1473,CUST-278,27-Dec-2023,miami,Sports & Fitness,8,747.97 USD,0.3,4188.63,PayPal,3.5,In Transit
ORD-1251,CUST-161,"Feb 12, 2023",NY,Beauty & Care,2,$26.71,0.15,"$4,540.70",Apple Pay,4.5,UNKNOWN
ORD-1068,CUST-283,"Sep 03, 2023",new york,Sports & Fitness,2,$345.73,0.3,$484.02,Credit Card,3,In Transit
ORD-1480,CUST-253,2023/06/22 00:00:00,Miami,Fashion & Apparel,2,324.42 USD,0%,648.84,N/A,3.5,In Transit
ORD-1303,CUST-232,16-Dec-2023,houston,Electronics,2,263.65 USD,0.15,$448.20,N/A,4.5,Cancelled
ORD-1350,CUST-150,09/07/2023,miami,Sports & Fitness,3,€609.75,0.2,"$1,463.40",credit card,4,
ORD-1269,CUST-117,01-Sep-2023,Houston,Beauty & Care,2,€102.63,0.05,195.00,credit card,4,Cancelled
ORD-1201,CUST-232,N/A,New York,Home & Kitchen,5,690.55 USD,,3452.75,paypal,1,UNKNOWN
ORD-1161,CUST-181,09/27/2023,NEW YORK,Sports & Fitness,2,271.81 USD,0.1,489.26,Credit Card,2,Pending
ORD-1043,CUST-286,2023/03/21 00:00:00,CHICAGO,Sports & Fitness,6,$174.69,0.1,$943.33,apple pay,3.5,
ORD-1217,CUST-277,"Dec 25, 2023",houston,Beauty & Care,2,579.86,30%,$811.80,N/A,2,Delivered
ORD-1401,CUST-181,2023/02/28 00:00:00,miami,Beauty & Care,2,$41.82,25%,62.73,Credit Card,3,Cancelled
ORD-1190,,11-Mar-2023,Seattle,Books,5,$21.71,0.05,$103.12,paypal,4,UNKNOWN
ORD-1309,CUST-155,-,CHICAGO,Electronics,8,€676.71,0.3,"$3,789.58",Cryptocurrency,5,UNKNOWN
ORD-1259,CUST-296,-,Houston,Books,7,157.92,0.1,$994.90,Cryptocurrency,3.5,delivered
ORD-1105,CUST-180,03/02/2023,NEW YORK,Books,3,437.48 USD,25%,$984.33,Apple Pay,1,
ORD-1053,CUST-137,05/12/2023,new york,Books,8,356.01,0.25,"$2,136.06",credit card,3.5,Cancelled
ORD-1389,CUST-311,2023-04-25,houston,Books,7,288.19 USD,30%,"$1,412.13",Credit Card,2,In Transit
ORD-1001,CUST-187,05/23/2023,new york,Electronics,6,458.74 USD,15%,"$2,339.57",paypal,2,Cancelled
ORD-1457,CUST-242,2023-12-05,NEW YORK,Fashion & Apparel,4,$509.91,30%,"$1,427.75",N/A,1,UNKNOWN
ORD-1374,,"Aug 08, 2023",  Chicago  ,Home & Kitchen,4,$468.95,0.1,1688.22,paypal,1,In Transit
ORD-1049,CUST-279,08-Jun-2023,LA,Fashion & Apparel,1,$82.44,15%,70.07,credit card,3.5,Delivered
ORD-1419,CUST-194,2023-02-20,NY,Beauty & Care,5,€404.23,0%,"$2,021.15",credit card,4.5,UNKNOWN
ORD-1080,CUST-102,"Jun 02, 2023",  Chicago  ,Home & Kitchen,8,668.61 USD,30%,"$3,744.22",Cryptocurrency,3.5,Pending
ORD-1205,CUST-143,"Jun 29, 2023",NEW YORK,Sports & Fitness,4,€161.77,0,$647.08,Cryptocurrency,4,
